r (Ang), PDF (RMC), PDF (Expt)
   1.7800000000000000       ,  -0.39146000000000003       ,  -0.37799978240374621     
   1.8000000000000000       ,  -0.39146000000000003       ,  -0.36483092882099211     
   1.8200000000000001       ,  -0.39146000000000003       ,  -0.36100534161346376     
   1.8400000000000001       ,  -0.39146000000000003       ,  -0.36932011263352216     
   1.8600000000000001       ,  -0.32233826006387833       ,  -0.38743062559182434     
   1.8800000000000001       ,  -0.32380109884441516       ,  -0.40716374404801531     
   1.9000000000000001       ,  -0.39146000000000003       ,  -0.41552432061343947     
   1.9199999999999999       ,  -0.35902541432898050       ,  -0.39729609989055326     
   1.9399999999999999       ,  -0.32792143118590966       ,  -0.33865819545079862     
   1.9600000000000000       ,  -0.11134179335147754       ,  -0.23090339959394815     
   1.9800000000000000       ,   -5.5974811591697496E-002  ,   -7.3260606051530744E-002
   2.0000000000000000       ,    8.6807765517295771E-002  ,   0.12597616105428200     
   2.0200000000000000       ,   0.34110887199788065       ,   0.35037636841238579     
   2.0400000000000000       ,   0.58539441233740064       ,   0.57817874244998468     
   2.0600000000000001       ,   0.70739779631830768       ,   0.78629359405640453     
   2.0800000000000001       ,   0.96273374328845240       ,   0.95450987943503585     
   2.1000000000000001       ,    1.0455134246536182       ,    1.0688817163989504     
   2.1200000000000001       ,    1.0185288087864124       ,    1.1235203206462778     
   2.1400000000000001       ,    1.0706231031191982       ,    1.1204764047043847     
   2.1600000000000001       ,    1.1205551594552274       ,    1.0679278562492203     
   2.1800000000000002       ,   0.94198336624114187       ,   0.97733227117288490     
   2.2000000000000002       ,   0.91784930954399990       ,   0.86043638063009353     
   2.2200000000000002       ,   0.72453868871982907       ,   0.72699364356000873     
   2.2400000000000002       ,   0.56172194716368606       ,   0.58374996477157293     
   2.2600000000000002       ,   0.40446829376888260       ,   0.43481350648995798     
   2.2800000000000002       ,   0.27556215321498667       ,   0.28306961207782350     
   2.3000000000000003       ,   0.12839732327865896       ,   0.13197725327220136     
   2.3199999999999998       ,   -3.6028379048875001E-002  ,   -1.3013439790592385E-002
   2.3399999999999999       ,  -0.10758723197623522       ,  -0.14402781683512142     
   2.3599999999999999       ,  -0.12050375680313580       ,  -0.25157055566020009     
   2.3799999999999999       ,  -0.23058120039106267       ,  -0.32638638743918624     
   2.3999999999999999       ,  -0.25400952852801501       ,  -0.36182244488451704     
   2.4199999999999999       ,  -0.19115869416730805       ,  -0.35593998384654324     
   2.4399999999999999       ,  -0.20203029984665843       ,  -0.31266646188995306     
   2.4600000000000000       ,  -0.29534729893436218       ,  -0.24154881234815143     
   2.4800000000000000       ,  -0.21808394842692175       ,  -0.15608083652006613     
   2.5000000000000000       ,  -0.20533656849013623       ,   -7.1003832063837577E-002
   2.5200000000000000       ,    2.0696868276415037E-002  ,    7.1167106833332314E-004
   2.5400000000000000       ,    1.4231796113359785E-002  ,    5.0398054635675545E-002
   2.5600000000000001       ,    5.2292950418482309E-002  ,    7.5074214582195209E-002
   2.5800000000000001       ,    8.9129736303777074E-002  ,    7.7354796626964040E-002
   2.6000000000000001       ,    5.3084247594710920E-002  ,    6.3985439064858457E-002
   2.6200000000000001       ,   0.17342161249097138       ,    4.3490198007015736E-002
   2.6400000000000001       ,   -1.5920199025560133E-002  ,    2.3647561446071948E-002
   2.6600000000000001       ,   -6.2647695503997652E-002  ,    9.5209066985300038E-003
   2.6800000000000002       ,   -2.7046632914821511E-002  ,    2.5617011206703517E-003
   2.7000000000000002       ,    3.4062572297714921E-002  ,    9.4929840830324549E-004
   2.7200000000000002       ,    1.6224265895365131E-003  ,    9.4315876357180055E-004
   2.7400000000000002       ,    2.1729296600715597E-002  ,   -1.2777666093692960E-003
   2.7600000000000002       ,   -9.6886544428611276E-003  ,   -7.9376530021254919E-003
   2.7800000000000002       ,    9.9245500557791355E-003  ,   -1.8711590276737508E-002
   2.8000000000000003       ,   -5.7612603747668356E-002  ,   -3.0799390307046697E-002
   2.8199999999999998       ,   -5.0141260773129248E-002  ,   -3.9975477492391810E-002
   2.8399999999999999       ,   -3.0893878600864511E-002  ,   -4.2239137566185053E-002
   2.8599999999999999       ,   -3.5919108481523604E-002  ,   -3.5491641810678411E-002
   2.8799999999999999       ,   -5.7780116314550545E-003  ,   -2.0657621232201242E-002
   2.8999999999999999       ,   -4.5659452920014609E-002  ,   -1.8475606165967453E-003
